candidate,source_dir,status,production_ns,platform,gpu_id,n_atoms,trajectory,final_pdb,log
rank187_GWHPBECS026592,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67988,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank187_GWHPBECS026592/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank187_GWHPBECS026592/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank187_GWHPBECS026592/outputs/prod.log
rank188_GWHPBECS020861,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,73065,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank188_GWHPBECS020861/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank188_GWHPBECS020861/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank188_GWHPBECS020861/outputs/prod.log
rank189_GWHPBECS034592,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,65768,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank189_GWHPBECS034592/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank189_GWHPBECS034592/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank189_GWHPBECS034592/outputs/prod.log
rank190_GWHPBECS026589,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,63952,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank190_GWHPBECS026589/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank190_GWHPBECS026589/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank190_GWHPBECS026589/outputs/prod.log
rank191_GWHPBECS039809,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,67633,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank191_GWHPBECS039809/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank191_GWHPBECS039809/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank191_GWHPBECS039809/outputs/prod.log
rank192_GWHPBECS039788,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64507,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank192_GWHPBECS039788/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank192_GWHPBECS039788/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank192_GWHPBECS039788/outputs/prod.log
rank193_GWHPBECS019961,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,76046,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank193_GWHPBECS019961/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank193_GWHPBECS019961/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank193_GWHPBECS019961/outputs/prod.log
rank194_GWHPBECS012328,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,55099,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank194_GWHPBECS012328/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank194_GWHPBECS012328/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank194_GWHPBECS012328/outputs/prod.log
rank195_GWHPBECS004647,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,84292,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank195_GWHPBECS004647/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank195_GWHPBECS004647/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank195_GWHPBECS004647/outputs/prod.log
rank196_GWHPBECS004456,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,91566,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank196_GWHPBECS004456/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank196_GWHPBECS004456/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank196_GWHPBECS004456/outputs/prod.log
rank197_GWHPBECS006544,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,69955,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank197_GWHPBECS006544/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank197_GWHPBECS006544/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank197_GWHPBECS006544/outputs/prod.log
rank198_GWHPBECS019953,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,70757,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank198_GWHPBECS019953/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank198_GWHPBECS019953/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank198_GWHPBECS019953/outputs/prod.log
rank199_GWHPBECS002782,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,64174,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank199_GWHPBECS002782/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank199_GWHPBECS002782/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank199_GWHPBECS002782/outputs/prod.log
rank200_GWHPBECS041035,neg_fix_v1_top200,done,2.0,OpenMM-CUDA,0,78822,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank200_GWHPBECS041035/outputs/prod.dcd,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank200_GWHPBECS041035/outputs/final.pdb,/home/jnz/AIGT_esmc/Gromacs/neg_fix_v1_top200/rank200_GWHPBECS041035/outputs/prod.log
