protein_id,sequence_hash,sequence_length,cluster_id,pc1,pc2,pc3
Q7UZK4,1bb77d8a3b891ae6e3f299508bcc5f114ad9ce066667f998b78353dbdc8e0634,433,4,0.17745392,0.049554918,-0.26265755
Q80WN6,59e66ed9933c7292ea5426e04e738f433fce176eb0441037e7fdc91ed88c859a,388,1,0.3000413,0.02033923,-0.0030365435
Q80WN8,5e3678b9591e5d0957c705cdb64a77d2ddcc3ce23227ea5a3374a0005d28f34f,395,7,0.015438043,0.059379112,0.31251243
Q812A0,6f8a2d45fdc8c39f0a69edf4aa84d6c308d83add5ad78a6f881a2fdd84f3687b,382,1,0.31623334,-0.042191852,-0.04975411
Q8YMK0,cc8b52f8c31fec70d5ee8971944a424ab62cb825ddb8457c0fc6eb67806c2901,468,2,-0.15723033,0.022228777,-0.11885398
Q946Y1,bf830cc9d1f83414282026c4e9876bbb20485be09cbbe9f1724014365c36786a,520,1,0.46560204,0.16059446,-0.14107539
Q947G8,3744e54ae7d72170060d16956b52190b5ea5292296901360287cd58b76836949,318,3,0.06596659,-0.13191037,-0.03528987
Q99PC2,8912921decbb434d039264a1a9d21d42503beee75a784717c42ee946e4686efc,393,7,0.006293192,-0.108633615,0.23373102
Q9DB25,75dc7535ecc8ae16c191c18aa374f6f6b018806d16da8726bdba0b8ca62d3fc5,324,0,-0.29056647,-0.10851971,0.010235248
Q9ET32,8b0e9315696dd5cf096f60f1e660653b8f4f26ea83090e5022279b5237735e15,348,0,-0.100411855,-0.18004288,0.15209728
Q9N290,49a449d36306143516da5989d62e8a107ab2e69af187d338189fbbdae9103f0b,327,3,0.17665364,0.07001519,0.12635171
R0F955,5f47f5cc8b1102441d0e98c657ec45a9434d319c15037e4fdc99d92dfa73ce3d,337,0,-0.044101708,-0.18170536,-0.023925709
R1DX79,d871aff5f8dcaab5e551c1eef1dbbb45482d32782d4cb055b508bfda12b78a7f,467,1,0.4858213,0.24340294,-0.09800154
R4SYW7,037b833e90e5ffe95650a944b9b01910b68b5a343b042911171b3ec832b4d30f,334,6,-0.23643559,0.31665748,0.09712094
R8BDM1,fdaf54dd83d2ef4b467c55dc52b2cd50a839cb1c55c0fc3ff43eb2a9ccab10ed,287,1,0.21178979,0.12557769,-0.05254394
R8BNP6,cb724405c97a1a77e99d598a681c4b69eba5070aea6996a375875eaa2bb86045,567,4,0.103847906,0.09007773,-0.023506342
R9UL23,12aa9508e64dc4fa156e0a3cb4340425d4aa18569f2d8a8c38ed33922d41dbdd,446,1,0.14572397,0.26768014,0.067600586
S7S3W1,ba030b3b4815b4802aec17655c25c2fb4c31811bf15bf6290ef779cf4aa81523,472,4,-0.06496803,0.14535959,-0.009352284
S9WVV7,1faa7d43edd3968f08eb58da44adf3562ff6219d876d8448f316ee0afbcfd1b1,326,3,0.17564115,-0.10338568,-0.03260266
U3D0P7,ce6677250d0e549c0e27abac6a1383c1c5d3601556b739084c306f40cc38b283,393,7,0.0051574986,0.06521076,0.3259032
U3D735,eba39983a9eef2dfab5d1b86ae4236dab90e5a67040c58ab68b0854f7687d185,354,7,-0.09690354,-0.053719,0.25709784
U3JNK6,32a23828e5a56140b28f948d8a3267ebe665689bdc25037c5e900f194fed76de,416,0,-0.00063412735,-0.11284754,0.12858514
U5QGX6,f14674e858ce69d08a93c1b41d7134e60522551c726091a96b079f6656828228,426,6,-0.037221853,0.28180537,-0.050140698
V2XFQ3,efba71525fe07f12025a3c9e22379bee2aababef1ff8c113e8d7bcf9c04b4eb2,456,4,-0.037705474,0.053905148,-0.0746319
V4LHT9,e10d67f03b568ba3dcc5e674cf26b8bf781263eebb0da96e5889384078ee7109,343,0,-0.17153619,-0.20591362,0.020837035
V4MBX4,0f5a1c807312293a336ff6980f7283b64325398aef0fedfdf77ee9ea63a43333,336,4,0.030761683,0.050177407,-0.11953214
V4RF91,8152219eb6d73ec4f5bde5dc965676892b70e23f964f4bc3225aa6f4db5d5981,314,0,-0.16005065,-0.22475927,-0.023839856
V9KU66,a1bea6ef56a8261abdedf1d6b33d5a9e92ab4e320bafd976513b3cb7ab14dc48,361,0,-0.11703201,-0.14427912,0.02201939
W0T7M6,4060efd202f0eb0d136c99de4948d5c597be238cdb3801d7a9db9a39311ea5b2,546,1,0.35087943,0.0556286,-0.16482651
W1NXR3,3e2cbffbeba3bb3dc8a393e129e812bbe8caccf02bde504015126220caa2a37c,343,0,-0.06380448,-0.18759075,-0.012616077
W1P6R8,66ebbf8a4d8e5b4aa3b4b7238ab9657828478b7b2267e843cbe2c257d075cf6b,516,1,0.4629619,0.17902659,-0.1429872
W5M4N6,42a41e788ee97ede21e6c1bd35a090d143ef98c1b5c404c6f10c99114351c86a,380,3,0.19643478,-0.047440182,0.07395438
W5M4Q9,6352ca749dbd887cc87b9795334d23343d1e2b7404bb35064064833e7088ddc9,368,7,0.051897876,0.06499781,0.26806265
W5MLQ1,6ee2956bd8aa225c0274921c878f895a482f4618e99677cbf2cb9fdf7d81e0c9,347,0,-0.24167415,-0.1844767,0.077021115
W5TEE7,2e5ce741e99d7379b3d1af106b5f89072721fd1e97a707f98717ab182fd9cd5b,318,6,-0.07938482,0.4119024,0.0631342
W5TS26,dbe3eda48091073e3ccdc720ace45be32acd53e249262dfc066a3582aa3b1932,421,6,-0.31829625,0.21257478,-0.00818462
W5XZV4,4cba99e5937726377c8d7849f83b11258685f110df9025b6aa4f31be69048fd8,251,6,-0.25830823,0.28908718,0.026255844
W6UAJ0,3725fda328674b00e390db6231c40ec4107da041db4e5c5fef57b18f27683e28,488,1,0.35025942,0.12231994,-0.1388683
W6YN13,cf1ba5f2fe84c32ebd03397770c1844c5d4d540db366b276030a2efc16a7a9bb,578,4,0.14323813,0.044373076,-0.04871405
W6ZKH1,939f923107dcbc95675022eacf74aebeff5457ab90f43e2841dae4f275a0888f,417,4,-0.062563404,0.03250706,-0.020598603
W6ZR68,da4277b7ce146f20be3a46157afb8123feb8d78a163e0a17ca0dbbd49e15aa81,572,4,0.12877779,0.054686908,-0.042173255
W7MAW5,395325fc204ba73aceb6b780d9d73a02de7c0ce250e9fa567c20424d1543c823,486,1,0.51562244,0.22292846,-0.13339609
T1G0F5,984e42aae989d2d7789028f1640359de830f55e0d6e840e724c3b15adaa88e51,356,3,0.04083557,-0.107499085,0.020451285
A0A1S3FT84,74c8cf1a77e9e5f453aa4764aefd9d3afdb1941c0c665ac588ff683e8216c47d,344,1,0.28787366,0.0011794097,-0.0023887078
A0A1V2BNB0,e16231fabad10b65b55666eb361afb07ca6988c9792707b97e2fff2ab0cb450b,327,2,-0.3129543,0.1044554,-0.15569389
A0A254U4D0,89f94f49804c4a86be82f3ff33e90f00b2fd56798ef851dab66ff1cbf35920a0,245,5,-0.305802,-0.15045674,-0.1839429
A0A2X5SKD7,9878a4f0594916f921260502dedd47982c886f450dfac81147a68a162640f16d,326,2,-0.31806526,0.09315416,-0.1887115
A0A344U850,1dff67ef3cb55c8d90e5c029cd5a6edda10df16e01dec6d32955e80b333705d5,422,6,-0.44233873,0.33604848,0.13319229
A0A3B4XIF3,47200bfdd5431dee8d1c629e0e5f6d7ba57c36b7005b4c0fd333839f42416b86,443,7,-0.013077244,-0.1151116,0.15833576
A0A3G2JML7,44741574bad9a483c996e496bdda888143cd69e547ced97d31f7f336be63afcb,249,6,-0.4339562,0.3108808,0.06791682
A0A5Q5CGB6,a887ad8dc57517f4c0aa897955c10ea0485f6653bad9fddf5343ff4cf6c44689,265,6,-0.30117014,0.22900915,-0.07458263
A0A6J1C1T0,d6fc82ee2d758e73bf480786c47019504c40d27e77fe880661989b818f1333c2,441,3,0.018057823,-0.13040785,0.00025115948
A0A7J8DEZ3,0f6b7bceaaef44ca6294cb9eae95449eaa7ac9e3733e57a9f806700a5e55daac,398,1,0.33308786,-0.032467324,-0.0416983
A0A8C0NPH0,3738fdf79c2245dbfddd0f6e96d39417c247a362db7b3abe6ce0f91e32380a85,317,1,0.38292503,0.046627153,-0.095112115
A0A8C2SVN6,9a3c12672214ff6f9fec69e10c99cd1234ebb32828ecbb9c83bf558b85045019,567,0,-0.077917635,-0.10671384,0.027544752
A0A8C7Q7F5,87e3f5d118aada0c27654e7e1b3193b1323f64b87d7c61a02ae0170483396990,596,3,0.026055388,-0.04976123,0.08734519
A0A9W4GAW6,5c0815e8bde64a14a8ca6e7647df75e93704eb09449bfe4392b6c602cb5f33ea,401,2,-0.19982441,0.041806344,-0.17488576
C6DAW6,ea2998cac760d8ebc96f3b69706765dda0423a63dd88c29f3ee8d027ed223578,327,2,-0.30294642,0.08161125,-0.1861768
D3VD30,e4527d9c6a03fe21bedfe2639e07deb7d75b1528b21fe9c9276bc82a1e010490,327,2,-0.2734896,0.049405888,-0.2124115
H9GA18,7605b3d77a85e9148720040b39c32a67b82d786fa2707978cc6d919447fd4d9b,574,3,0.0044439235,-0.13924465,0.014838169
K3VQM6,dd09cdf0c95936ab0416397af7a5ae507d875cf67caea965eaab0101dd6cf050,414,4,-0.12546451,0.03643446,-0.01192568
Q8BVG5,ae0bb9327251661121cf01f9c2c477685b4738daf648e569182c7eba40db9bba,550,3,0.08046331,-0.11302757,-0.020646615
Q8NHY0,f2fda3ba790590623305df87f9dd9239ae7692b22e6cd0e1b714a1d2b5baca99,566,3,0.22896796,-0.009886453,0.14501719
A0A1A8AWB8,cd5e1484c966c1519a2da477cde01740f07c2b279e2810699753ad2e13d031f8,326,3,0.18157917,-0.077127226,-0.032096297
A0A1U8DXV2,dda2211b055b27730919458609e5ca97a8c246897852ce869ea17c187e45b48b,523,7,0.30414551,0.035542715,0.2647921
A0A383Z9T8,5fa5297a356212c6715e7f1fcfe2041a1828582dceb115a8d5b1b0f3ca93f9c2,396,7,0.0129199065,0.063049264,0.32522082
A0A3P8VFI1,5be50f6bb91679dee2a13f01285b5880c214983fbb9c40f63cbcefec34d51d08,328,3,0.19282027,-0.09228052,-0.030486813
A0A3Q3BBY1,f95c5c10827bda97a2bbfe3deea1d13579e0b244680fa6e50be20e14ba160d08,429,3,0.22691904,0.013989179,0.20072147
A0A6P5DXL1,d52342e0d09b11fb61f6883e881eba236a37647ab603844ac3b09bae8afea22b,396,7,0.028579906,0.05596674,0.30697265
F6ZCN0,26cbd580b69350dfa97b0e0cb0e45075575abb6f0521544820f96e223b953b2a,390,7,0.04582889,0.05653545,0.26251182
Q66HH1,f6e84cb18db954147c26adce255dc1968ea9d64827a3ca1fefd568878a1194b3,344,3,0.12320909,-0.095056795,0.08199058
Q91YY2,ee284db751ddf5d278d511e714d9a6a1db7418882a0b95ddf7240bc8cd3d9be9,395,7,0.015766194,0.07692939,0.31971356
P26401,31909fe397ea19b5ba0cc05c3b968ee095b7ba21313891567bbdc24c0f846fb6,333,1,0.22560541,0.025322368,-0.2469943
A0A091S5A4,4bf6210b0ab03ef5ee2537df4e1f6db8b6956b9d493743941b82772f4259a2b0,530,3,0.071673416,-0.14002344,0.06840702
S8GAL8,7fc62c04912a4e24564d12db2d9b9b214ddf0944cdac70a6c10de4924f36fdce,241,5,-0.28760707,-0.10336455,-0.2278748
A0A1A8UCE9,04cd0602e03fd9a728a0f62df38be4ea686fe649e538ff0dc2d46cdc63186703,250,5,-0.46961698,-0.1806351,-0.12591188
A8K444,ac7b566242de054f394f878e1b4374ba3e30d74e6ac6ba30d9b608d393539fa0,523,4,0.17580599,0.0383733,-0.086530015
A0A2Y9JGQ1,f3476dea65110ad78d3a5c25b8abd1aa4364aa9f1d08ca6d18c00616b4a2ca57,386,3,0.1900377,-0.1564004,0.02871729
A0A383ZTA6,03e8e44f553ad34a571398a68c06309f076a98a78d542a539328c6061c9249fd,371,3,0.14598954,-0.16141385,0.016541861
A0A8I3W6B5,0479c29b805ed6ef8ed2d0a23a41b790ea6f7ca3ab3255ac7b29c83c4dd833e7,347,7,0.1013668,0.2125302,0.2930018
A1YGR6,e682f48c04cb34d6a3e62340ba7caf14319c5d2fee68f670f3a9a6e861c5067e,376,3,0.1427299,-0.15749152,0.041856766
A0A060YXX9,61abdef7fdf2bb37cb77d4a7b69153f35121e95e5754df2d1fa8fb4250078d6a,438,3,-0.021505391,-0.09360711,0.13531433
A0A074ZN81,29d3b395117df3f3575b1aeb83bce0f30874d30f304e8c3390792df64ba9284c,573,1,0.61635906,0.20539728,-0.052433692
A0A075MMA3,0ee32bc0414063667211fc96f64925a9831647fb255d95a5397c9bee288e593d,496,1,0.33656466,0.08082679,-0.20358795
A0A078ILX6,891a38a0bca2952900d36174a5af73289f1bac7d6e3ce7a25f37f80411e7cb8c,420,1,0.41133428,0.08211988,-0.041453075
A0A087SGF3,6bd21155bba8229313595d50fb75d5195e3bc151a11cd802cfd70192e693bc12,384,1,0.22789134,0.2155099,0.08873538
A0A087VMB0,238e4ea6accf6fe25e37215b23600af1c8b657e62888f4ed16443efc27b2f198,530,3,0.063815355,-0.14929956,0.06658736
A0A087X9E1,5b1b0a471eb76c9ff5700e848fa81791da80b8cec98fd912b78906c35769e267,440,7,-0.037068665,-0.07561496,0.17712054
A0A091IVN2,0b850b3bc9f90bc13aee2b36af2ac7b0c0844cecc778d0941dbf4bedaa0d6479,530,3,0.0667086,-0.14695616,0.070458286
A0A091PJF5,522e6ad3ca2a6ced67eae123bd7e9e7cd9a4112cfff3637477a178d052cf3f9a,530,3,0.07399954,-0.13512191,0.058810834
A0A091UZ47,da6bb27b6794a1479928e0242189b70a398dc1aae636e29043cdbb4cba362960,345,7,-0.2847337,-0.049145028,0.24125825
A0A091W4D0,9b9d285bade3b7f92c9004e17b8641a225a8a31e5819a12688bfb761fe18c223,530,3,0.06947942,-0.13912411,0.07324997
A0A093H6H9,63564d37ad19d43eea284102a0cb4aeda382d348af436bcea5b9268738063b42,270,0,-0.29664758,-0.20237659,0.15802363
A0A093JJK2,cdd7a560b9a77ceed0b5196a9af3079dd29e15a92d7749fa121ba51bfa9b066d,565,3,0.044364315,-0.1413363,0.023051227
A0A0A0A7R0,6171b17ba5f2717a762013d047e58398624e0cb644da276a667b38ebc22501fe,530,3,0.082469106,-0.1447398,0.055129167
A0A0A0K343,a960be3c5679ef485781008d90563e916cb7c8e6328fac456bbcd6c660572224,434,1,0.41799414,0.04146516,-0.061964408
A0A0C9RCP2,4de4ddd436efd771f8216b0a9e6c4fabedb3483be9c420bc6a90576f684c6da5,569,0,-0.09883599,-0.120737344,0.08144738
A0A0F2MGD1,b76b753c3f0ecfa253c30b9dc157206c9831e512630c48d5b6952c439ccb4f71,467,3,0.034282193,0.034937948,-0.010618823
A0A0H3I5U9,2ac83877620b8fc6228ab8992742742f136800dd491b25ba276bb4a074ddbff7,587,1,0.45809814,0.27035972,-0.12876214
A0A0K0J3S5,90fc7106f5fe11a1c2d169a7aea850e6d6223dd76c90d68c72299899ed2d2c29,460,1,0.3127611,-0.04162734,-0.059130635
A0A0Q9XE07,b7612f957c9643dd8825e6d8caa03d1173f971867a18af1a2a3c6f9e73836e8b,487,3,0.11591048,-0.109022096,0.020782001
A0A1A8B2C5,76071588c500c303722fc1d553b5b18ed2e5accbe332a043a3ebbee26c827299,438,3,-0.009781061,-0.09019059,0.13307786
A0A1A8U4G3,71b59a560b235234f7141b9252e79385cb20deb15715b90ff478b084486dc596,343,1,0.40732414,0.10986811,-0.03930145
A0A1A8UN74,f229c9ca1f2a36fd4c5501cf98c1a9dd99e25c504bb24502c1ae5a915617f4b5,561,3,-0.007710379,-0.068096496,0.054100335
A0A1A8URI0,94bead3061fe823fd8871945c0d756a8ab65782604f59705799829608a55ecea,563,0,-0.07565167,-0.13130933,0.034012087
A0A1A8UX64,e5d638297f97159eaaa29aeded549cab6069b7d23979dd79370a2224417a0aec,584,7,0.056582466,-0.056641303,0.20056391
A0A1E7F689,a7949e3d048333559802bf10d8e480500b2947668a3be834f33a4723b5e00013,382,1,0.29634348,0.014349972,-0.08433108
A0A1I8MXJ3,98604359c6384a3964d6dba686a2510638b709707255a6fff850c19e1fdb1f74,502,3,0.12789412,-0.16757299,0.0039842445
A0A1I8QA74,501866b29f0b60ecbab2fd884c88b456b60e46226e8b43aec21ccb2e6b3d64b9,541,3,0.19123411,-0.12003438,0.008803426
A0A1S3CG23,a751047b73901b33ee093c2af27d815eec145feb1c0d6245d8058d31f6d14d24,436,1,0.4059976,0.045482554,-0.051696073
A0A1S3DR89,58e8296b22eb0d6cb0b8eb097c7805120f027d43de3d4f09fab97570675dccc4,229,3,0.19860715,-0.15181708,-0.11173333
A0A1S3EZA8,fb79433f662393f5d678a8ea07efa7bb3bf6d97e4b2e15ae286f4302910a879a,550,3,0.07263183,-0.107011326,-0.015425013
A0A1S3F1W5,30f2f41f920b5b4af0ce67cf90acd4aa032295453a075a5ee9243f1f2abcc3b0,481,0,-0.23739034,-0.12736225,0.060673065
A0A1S3FYA2,ab902a762390d9543b995b906862402499e8e120e471c980a687616265fcffb3,532,7,0.004274453,-0.090404816,0.17382023
A0A1S3GY39,5aad67dedff8ad532a6101bdeb78a7ae9e7d91bf0f193eb1750dcffc98869f7d,214,7,-0.15837513,0.15407412,0.28223068
A0A1S3KTH0,a127696aeef98cc1207fd893a45815eec61fcf8170e55a6d53307c8eec918df1,582,7,0.010984149,-0.051607218,0.21302709
A0A1S3NP95,6baca319b44613266658a091c9e88655c55d26fbaa2d1a4043ded2a7e3167947,542,3,0.09580067,-0.03920487,0.1504961
A0A1S3RR27,d678aa9fa38085c38722548c2f3be9718d514969aaa7fec4b3a111e6b9eae031,539,3,0.14030647,-0.050405316,0.13215286
A0A1S3Y977,971790645c91fa7f0fdb8a076ddf999afebb16e339744a49ba5154667c06170c,428,1,0.40697908,0.024055986,-0.06968965
A0A1U7QFK0,d15d100ae92e8b72335316300ad9a343d40e838fb3daa61a2f51f1eafb1970fb,442,3,0.22084662,0.016859798,0.0730574
A0A1U7T5U3,d78969a5810dfa99c9645248b45362fe71abcbeaca1b6f66de8c8fd1bea74de3,330,1,0.38325843,0.09412225,-0.049882904
A0A1U7T9B2,c5083ee00f7f9da0e2596f9e8c8107cb9a5311a2f7d3277ef25cdb3bccfe1a22,370,1,0.2846003,-0.042547394,0.0009768868
A0A1U7UEZ1,654baf46f9f05b5a9ac0d391614846ad545aea979269ccaa95a93d941e025087,546,3,0.13862516,-0.07558674,0.077697955
A0A1U7UPD0,96cd86a12593d737b56bff19a4447ff593dda40cc9b552a59b1f109603bd2f2b,447,3,0.1967398,0.034699712,0.11419849
A0A1U7V453,94ea57632c4e25a0d7602cef984932b396c977084b81e0b72bf35e5f4d07fbbe,429,1,0.41138157,0.017195318,-0.07844139
A0A1U8AC64,b94e5db2f5265dbe2ded963989a8cd11464d125ee2b8050e59ad19849717e940,424,1,0.44849405,0.03733251,-0.040129807
A0A1U8CAP2,723632ad10c8f5a48ca0121fdc6edc53efb09f99e9789fe4efa09a37fa1ba73d,532,3,0.02093447,-0.09665309,0.15081914
A0A1U8D5A7,9eccd914ce8cc972f2c37044cfb0e6fc88fb974615e4acbc0b12ad13d79b7d00,551,3,0.14381395,-0.061703,0.081779905
A0A1W4WFW1,7c542fecb051214d95f8ede35de3d2d6186f4cc32595fce3060958ee4fcc9b55,394,1,0.3400991,-0.07131834,-0.08305948
A0A1W4XIW6,95abe37119b5413c3e21334c0ab49c8a4406d57dc2e71675591f1cd586c239e0,453,3,0.14130427,-0.160257,0.025424296
A0A212F0R7,d9ca46caffe51845f76466b85034b49e6d808e3798247487e91e75cca2af4fff,455,3,0.12434244,-0.0853032,0.008386586
A0A218UNE2,5afaa9c156e8dd7fa807ffe8e02557b730c96dcba870c9478f5c21021cbf9b24,530,3,0.07141841,-0.15147145,0.06404099
A0A218USX9,4840bfa79e74528028e5adb2362d2306c4d9d25539e384b6ad7f05be01b79d10,541,3,0.123434916,-0.069538444,0.090424016
A0A250YJV0,4408dca4b309877324e6d4f4c82015cc5e30a0c6bf68fe6f0bc43117fd8bf443,570,0,-0.08846916,-0.08030293,0.07186765
A0A2C9JVT8,cd9eeda3a5f6cd05562a0bb6ddf366cb906378451778b31c102c56ea8841d872,527,3,0.18065563,-0.02899,0.04089027
A0A2C9M4W7,abefe1dc1896f3c3e0be2fa5a0acdbdce5e7f32ba7ce3073890a7def58059a70,464,1,0.3414675,-0.06851106,-0.037310477
A0A2D0SRJ0,bf5280a995f689aca57f7c0031b860982013837b3b3e4252035f11f4ae6075af,546,7,0.018880198,-0.07965835,0.16541564
A0A2D0SWU1,8c271c9cfd9aabdce2753b37425773d8cc73cc0a8e5942844e34cd5825a6d0cf,454,3,0.05287787,-0.14637591,0.06725663
A0A2I4CW08,8fd94fe73a0538e0b0490a7fd3ff43326a7b711f0a2cc9c1d0492218c762ad9a,437,7,-0.059696138,-0.08245776,0.19685836
A0A2I4CXF3,ec99913d5e64db56858a53c8c910845e9553952d1c0e544b1699a53a6e6a2962,590,7,0.053491637,-0.05937878,0.18918163
A0A2J8UE93,4ea1b6a8478c86f6eec9873988de59991077139eee41602ff910c9bff4beb69f,571,0,-0.08225172,-0.10840964,0.059463594
A0A2K5CRI4,015a4c83d8ea4912561d73aeb8361f5f203b931383f6f119a6eee18948c5e588,533,0,-0.11119928,-0.14409569,0.055389255
A0A2K5EFP0,2652240fbec9615a2020c3d98a350e73fff7fb580769fe2f2fdf5375f1e6cb26,559,0,-0.063072026,-0.15413463,0.030019496
A0A2K5JB23,2eb20b63788b809870cb48985a221d066b6ac2af37e0f00792de1ff755646155,557,3,0.12951452,-0.116949394,0.063094206
A0A2K5JXQ6,ee51cf8e09d4442a744959b5420611fe6e243f6e8c485d6e0a90fecee67ea70f,558,3,-0.031154217,-0.09489013,0.05643256
A0A2K5K5T2,22c859a54579a139c83345201686d89f6af6829b5c80efc4e47033acb3fd99fa,532,3,0.03390406,-0.11119182,0.123827666
A0A2K5REY5,99c8f77f60f215dce737c09ad8bbb2a59f1471b6647fa979a918c2d25703ae21,330,1,0.40023372,0.056149535,-0.09301983
A0A2K5XAV2,585b088ac79e2daa6547d40468329ca47248c5613a193a6224a22e7acb845681,444,7,-0.10330929,0.015434395,0.24909437
A0A2K6A338,8e609107862dd92233b749ed0de5260dde637071538890a1959cb2b881484de6,302,7,0.0031681322,0.062324967,0.27646196
A0A2K6CRQ5,510950c0b3590f65e918d4f0d3eb20b038cc7f8e0178ad2fc952be0762bc340a,581,7,0.037038714,0.020119572,0.13320532
A0A2K6DPT2,a89698708a74856581479ba2df2b9cc48596cbf5a74bedcc978b64ea0dd7157d,542,3,0.13450481,-0.09330256,0.07325933
A0A2K6JR83,bf79c30ac129020baaf9275a8db759ebf5d3c3f1eee2f0ad8af301f0317e3c4f,504,0,-0.1951511,-0.1453331,0.06674248
A0A2K6NXX7,9f1feff8293c7e90320f44a825fae9eeb3c71fa17b0d238b5200c5501f5fe49f,581,7,0.043031834,0.022171833,0.1346558
A0A2K6PNC7,8e56f8dded62d2632f2659247f42b4bd4a49c6870305720678699adddd2ca919,337,1,0.41063753,0.054717533,-0.10008036
A0A2K6SHL3,faab5c5621d5a5b952182887318b9c55c0b1125ba699e2efdae8798ee672c4a2,330,1,0.39792016,0.06182923,-0.08989172
A0A2K6V0S5,a2b51da3114dd4ce6bf69fbe41e69e73d08c7fc89e1d4b9387584c26f6277cef,558,3,-0.034901954,-0.093545556,0.06789367
A0A2L2Y4G0,47178505bc173b4a2a42b2bbd4e2bc6bd7b92e20299f802a49b2d3036234f745,441,3,0.1752985,-0.089449994,0.003425708
A0A2R2MJI2,293744bb5a498cdb6f389e52234e54dedeadc0d73885117abfd05793026d6c5a,540,1,0.31355578,-0.01557038,-0.0075264745
A0A2U3VRB2,219d714d0f98282454b5b0b66bc1afcd1e690debd07386d2653e46b10810a8ce,557,3,-0.048942447,-0.07048251,0.06567796
A0A2U3WH59,c6cc56ec0dd6ec4e4d11b5646f979f807ccf6540ad6c2ec313e9ec690eb320ba,452,3,0.22930518,0.03304924,0.0581412
A0A2U3WL35,e6176bd14a38440912c4e87b517a55e29c45794f6e431b448cb9c2eba2ecf76d,557,3,0.17925934,-0.10943208,-0.0036175943
A0A2U3YEZ1,cde4abacf255f1c77076168f60c43632294a14d6e3eaf62e7a46a3cd47b507d5,321,7,-0.11538836,0.041326914,0.29000312
A0A2U3Z819,0f1a550998c92d967243d8c8b7530d8fb652b5ef69a48b5b57d034009dc33ee1,352,1,0.4482524,0.06644707,-0.082769275
A0A2U9AWZ3,11b78bc06e5d06803512e48fcaeb1b0dc8e8fe9868afdc22593abb13414a5a61,444,3,0.015930979,-0.10434038,0.12629668
A0A2Y9DAQ8,fddfb467ea25c25212ef8fb5f7ebc53a12168f24410f8b505bc031f624ffc001,448,3,0.21673676,0.0025441807,0.07546395
A0A2Y9DB37,3419d36f22fea1b8d0536eaf559a560b387e4be7e74034365409c9dccc231d9a,555,3,-0.04357664,-0.09198337,0.07765069
A0A2Y9DBC9,1fa945277f4e4d6397f11eaf66d6e298ace5776099093bbd0037c332961dab82,553,1,0.2879657,0.13453682,-0.118367985
A0A2Y9DFZ7,be8b7d46beb0bb1debdbc88478dd0227c3f974703e6d8a7d711c19437e462826,321,7,-0.13909301,0.06090165,0.3052063
A0A2Y9F1N1,fbfadddc81591be586e64cdffa47009e0f0d1e32ee8128314a3dc3f345b6e937,524,7,-0.0154361725,-0.06144348,0.1959589
A0A2Y9G4C9,429528c2a416f7d9c4d667103d45aea097e16390207ef7839692f5cc26718f0e,521,3,0.05441683,-0.14128341,-0.041609734
A0A2Y9GYW5,0a00e2c742c9a82b6844ef87c184d2ee4d16f927e8e4c2a07f17dcae6e1dac45,582,3,0.16089727,-0.07940931,-0.017353214
A0A2Y9HA08,b841c310c0370d9695fda817be7fe55bb0a6537d2fd58ebc597454366957ab95,447,7,-0.11804966,0.12058383,0.31988034
A0A2Y9HBZ1,65b7e9df78103c5a09881e03789b477d8b8924df555dc8b13b0945d465bdea3a,579,7,0.0350341,0.008303301,0.1327428
A0A2Y9HTQ9,5b903ad293ba9d4e951baf9891997604f9c1341aa5614c3aceda66c8321b826a,552,3,0.07770182,-0.12289414,-0.026963966
A0A2Y9HVG6,1172dffe3ea81ffa3a1a1a8f38a5d95518af11d780d1267213ece386708f40db,542,3,0.13978359,-0.08720766,0.076824486
A0A2Y9IKW4,674ae87292766fa2a0fc4a9e8812d99a0a097d5106514767d9425e62b9f4efa6,506,0,-0.084458366,-0.14118573,0.008289219
A0A2Y9J2D8,97b45234fca76eab9de05e6d6fd86d16cf6be010ffa6925e805f02b4960a1d5e,530,7,-0.0121605005,-0.08670882,0.18433832
A0A2Y9JT86,b2e11fc2d86d7bb2a0e3fb6fcc9ddf8608d07d7deba4b5ee69de6d979cfafc88,557,3,-0.056394048,-0.06799326,0.077871114
A0A2Y9LJN7,ccec82280d766d5bbb1fc142e5fc686d447eaf2615442f764115ccc889a41fcb,542,3,0.14615457,-0.082741305,0.06846529
A0A2Y9LM24,4ab7664a6af85b64e257f99a87e44f1aafb9624b89d38d50988a0458de8a95b2,582,3,0.15858203,-0.062932424,-0.004350077
A0A2Y9M596,b41e8874d846bfa0f9197dacfeec1d7c96d411c2799405ac0df0947f5cb0e1b8,447,7,-0.06915709,0.010448384,0.23641948
A0A2Y9MYI6,6e9ecbe655d2336cd10aa5cf7ebf7d9e280b87ba28553afe7815b277d8b4c77b,557,3,-0.045335405,-0.06280743,0.07368458
A0A2Y9QBT6,8319cec61e4ba1e085f9cae9579f18de3702be02d51d253f865874d94d4b152b,542,3,0.14434163,-0.06851619,0.0717993
A0A2Y9S782,e3b28bc177b012b3ecfe52f3d64532ecfaf6aeac61a73a3b08ba8459325d42d3,557,3,-0.0471003,-0.06467761,0.07725736
A0A340X3I4,1edd5553aed5305f459ffb1223b00ad664a3ea793e5cd1f8795b9283d70c5908,557,3,-0.05463886,-0.065758236,0.08642592
